Date,Index_A,Index_B,Index_C,Index_D,Index_E,Index_F
1985-06-24,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1985-06-25,1000.0,999.4882302714225,994.6628810126033,1000.0,1001.7893616557028,1000.0
1985-06-26,1000.0,1011.7482344925346,996.4381653663228,1000.0,1005.6438919869895,1000.0
1985-06-29,1000.0,1010.2886305904264,994.086365408228,1000.0,1007.8078031005866,1000.0
1985-06-30,1000.0,1027.7828663276462,1003.4711242423759,1000.0,1027.756064753085,1000.0
1985-07-01,1000.0,1028.5661750465608,993.5238716421541,1000.0,1032.8007329391232,1000.0
1985-07-02,1000.0,1029.342357265446,992.1101417518512,1000.0,1039.4136968780406,1000.0
1985-07-03,1000.0,1024.7512251732355,986.5416321477325,1000.0,1039.25406752729,1000.0
1985-07-06,1000.0,1024.4405764922344,989.9166098865498,1000.0,1032.809989303069,1000.0
1985-07-07,1000.0,1013.7913450003151,1000.4968288613283,1000.0,1034.5936645631343,1000.0
1985-07-08,1000.0,1001.7876830158818,1005.0624893217872,1000.0,1036.5573924855146,1000.0
1985-07-09,1000.0,985.9826646910152,1008.2136173461224,1000.0,1032.6964904302845,1000.0
1985-07-10,1000.0,984.8232827331622,1037.7894523462146,1000.0,1034.7699985556085,1000.0
1985-07-13,1000.0,990.4251101441434,1065.4083399320014,1000.0,1051.7919084358277,1000.0
1985-07-14,1000.0,988.5249773397364,1063.604307781289,1000.0,1043.240050579111,1000.0
1985-07-15,1000.0,988.5746027275267,1086.9591104267163,1000.0,1055.4898087177894,1000.0
1985-07-16,1000.0,987.612958421917,1098.7955786024506,1000.0,1061.053414229709,1000.0
1985-07-17,1000.0,995.1051745747818,1094.5693117410954,1000.0,1056.983972843496,1000.0
1985-07-20,1000.0,994.8180800883828,1112.9832258989472,1000.0,1058.5144870918361,1000.0
1985-07-21,1000.0,993.5408788094857,1100.2800688063417,1000.0,1055.7111728723235,1000.0
1985-07-22,1000.0,995.8720507643205,1114.690369569776,1000.0,1063.2178766799334,1000.0
1985-07-23,1000.0,994.2245548033611,1120.3104465284691,1000.0,1055.9733088748976,1000.0
1985-07-24,1000.0,991.4931249566386,1151.548891477528,1000.0,1065.0650297671361,1000.0
1985-07-27,1000.0,990.4763242482902,1141.4084373277508,1000.0,1059.3442456037883,1000.0
1985-07-28,1000.0,992.1275430077726,1144.4167349095605,1000.0,1053.9340457601504,1000.0
1985-07-29,1000.0,984.5212864161044,1207.4354568044628,1000.0,1064.5936824950118,1000.0
1985-07-30,1000.0,974.2439644305418,1264.1035806217772,1000.0,1056.0118287009327,1000.0
1985-07-31,1000.0,975.8236329363357,1304.6426836599233,1000.0,1081.1308894047118,1000.0
1985-08-03,1000.0,963.9369954312879,1274.4643865976484,1000.0,1064.7199665878952,1000.0
1985-08-04,1000.0,970.0933041899515,1275.5132988429425,1000.0,1077.0617354264068,1000.0
1985-08-05,1000.0,982.9755485597047,1257.822243762754,1000.0,1075.0092914342167,1000.0
1985-08-06,1000.0,977.6764803977384,1238.635106991396,1000.0,1062.6982559116245,1000.0
1985-08-07,1000.0,964.6017741130768,1227.3991399404144,1000.0,1044.2981528825276,1000.0
1985-08-11,1000.0,963.4462464603959,1211.3751012400196,1000.0,1038.1064170101042,1000.0
1985-08-12,1000.0,963.8290565142196,1272.9694860116492,1000.0,1060.1058081030706,1000.0
1985-08-13,1000.0,953.414396139825,1258.961396985756,1000.0,1044.342551086648,1000.0
1985-08-14,1000.0,948.711967843151,1310.6052584043848,1000.0,1048.0330347735928,1000.0
1985-08-17,1000.0,946.1305832152315,1298.7124227415259,1000.0,1038.4491169004993,1000.0
1985-08-18,1000.0,942.3760693498225,1346.8939576370587,1000.0,1044.6876556609257,1000.0
1985-08-19,1000.0,934.7106937506505,1327.5220687608235,1000.0,1033.1410806673564,1000.0
1985-08-20,1000.0,932.556165201364,1333.2433649183567,1000.0,1029.8687838789738,1000.0
1985-08-21,1000.0,930.7968905225741,1337.9117663862405,1000.0,1037.6110435495239,1000.0
1985-08-24,1000.0,919.7430082365099,1318.8790515446865,1000.0,1027.5835500420785,1000.0
1985-08-25,1000.0,907.4061151719317,1352.5968633813982,1000.0,1026.9549181321445,1000.0
1985-08-26,1000.0,889.6776805970393,1345.2975880030485,1000.0,1018.2982696359555,1000.0
1985-08-27,1000.0,884.8447686956188,1306.2014623505388,1000.0,996.1523304952879,1000.0
1985-08-28,1000.0,882.3110262191856,1272.451200406397,1000.0,988.4231544851356,1000.0
1985-08-31,1000.0,892.4296893004279,1269.7402384799734,1000.0,983.6582934562097,1000.0
1985-09-01,1000.0,903.4522198211654,1294.7497846110869,1000.0,994.7088075864262,1000.0
1985-09-02,1000.0,893.3078210820825,1294.016833141169,1000.0,985.5067525143867,1000.0
1985-09-03,1000.0,879.3185421365109,1257.5099625842538,1000.0,976.70541525827,1000.0
1985-09-04,1000.0,883.8552701213729,1243.581386164107,1000.0,971.727764882207,1000.0
1985-09-07,1000.0,869.8455747685256,1187.3914263393995,1000.0,1144.485522186114,1000.0
1985-09-08,1000.0,881.9748101314977,1232.598993307722,1000.0,1126.0670641756224,1000.0
1985-09-09,1000.0,884.3376674530851,1220.7860961298773,1000.0,1128.2956067397668,1000.0
1985-09-10,1000.0,883.7477905106158,1205.0204601485802,1000.0,1116.7496415974483,1000.0
1985-09-11,1000.0,886.6480526547131,1191.4766419871712,1000.0,1116.9416549003713,1000.0
1985-09-14,1000.0,865.456599338753,1149.6069634054095,1000.0,1075.8231726394142,1000.0
1985-09-15,1000.0,868.3336399227135,1159.3095209205753,1000.0,1078.6156724658474,1000.0
1985-09-16,1000.0,870.1600207040201,1158.2546293303576,1000.0,1076.952338119694,1000.0
1985-09-17,1000.0,871.9993597250683,1128.2181935986735,1000.0,1053.20919111373,1000.0
1985-09-18,1000.0,913.7696581034344,1149.5391974962752,1000.0,1090.0283927476153,1000.0
1985-09-21,1000.0,942.4148618773916,1167.3299632162966,1000.0,1111.139724479394,1000.0
1985-09-22,1000.0,944.0451178968277,1173.8843416844586,1000.0,1099.8048708913066,1000.0
1985-09-23,1000.0,949.7001822936468,1188.3996018131056,1000.0,1102.5541483903967,1000.0
1985-09-24,1000.0,950.9514622582575,1180.688665855853,1000.0,1101.6036451560024,1000.0
1985-09-28,1000.0,929.8742234340187,1137.90615765092,1000.0,1087.3835174284243,1000.0
1985-09-29,1000.0,936.8473383626176,1150.893385679309,1000.0,1106.6556975628066,1000.0
1985-09-30,1000.0,945.4452865952977,1198.85980990294,1000.0,1123.549348279896,1000.0
1985-10-01,1000.0,951.3617330277309,1219.5621304702374,1000.0,1129.5771838312078,1000.0
1985-10-02,1000.0,950.4773827221019,1220.8611360569105,1000.0,1124.2484954456022,1000.0
1985-10-05,1000.0,940.6293574238662,1220.4543816071762,1000.0,1113.4044088603966,1000.0
1985-10-06,1000.0,942.8599664375113,1221.5666930795096,1000.0,1107.0477785573557,1000.0
1985-10-07,1000.0,939.1008121279176,1212.8628110911773,1000.0,1090.2845633492811,1000.0
1985-10-08,1000.0,933.1968762324427,1227.8792459424835,1000.0,1083.5997465741962,1000.0
1985-10-09,1000.0,929.7158913623997,1220.526394952211,1000.0,1073.5038201667671,1000.0
1985-10-12,1000.0,926.7151378322012,1222.921483171909,1000.0,1065.779467563699,1000.0
1985-10-13,1000.0,948.2433438990125,1269.376473229956,1000.0,1105.7166400927142,1000.0
1985-10-14,1000.0,952.5566614262331,1264.3514726405392,1000.0,1113.3101027004868,1000.0
1985-10-15,1000.0,978.5132320651103,1258.0434284194164,1000.0,1122.3459709178298,1000.0
1985-10-16,1000.0,982.4250510899221,1268.2678811032304,1000.0,1129.1807510040114,1000.0
1985-10-19,1000.0,985.3237486916792,1271.5402692583625,1000.0,1133.8973241831209,1000.0
1985-10-20,1000.0,981.6425236752169,1274.7080273949168,1000.0,1139.1963500966208,1000.0
1985-10-21,1000.0,990.39047264651,1286.5207826130054,1000.0,1148.872100233995,1000.0
1985-10-22,1000.0,990.2562633423587,1276.8449192103621,1000.0,1129.0604919686643,1000.0
1985-10-23,1000.0,1001.3075406364176,1275.746218839436,1000.0,1133.5826798914404,1000.0
1985-10-26,1000.0,1007.5748564783087,1269.828836510105,1000.0,1139.260830603535,1000.0
1985-10-27,1000.0,1022.845422111546,1271.986397666027,1000.0,1144.004304280678,1000.0
1985-10-28,1000.0,1029.4735486853924,1286.0576417481793,1000.0,1149.1730486252475,1000.0
1985-10-29,1000.0,1033.2741478956325,1266.434930803818,1000.0,1138.8772080262381,1000.0
1985-10-30,1000.0,1030.9638303812503,1239.615780128369,1000.0,1126.7628364671675,1000.0
1985-11-02,1000.0,1029.8669991742668,1221.888777052362,1000.0,1123.0725454541594,1000.0
1985-11-03,1000.0,1041.9941942502564,1235.7167475398148,1000.0,1131.8335072634538,1000.0
1985-11-04,1000.0,1052.5584434380246,1240.999535689387,1000.0,1145.0191335685242,1000.0
1985-11-05,1000.0,1066.827355801579,1228.7181315679386,1000.0,1153.0086547508727,1000.0
1985-11-06,1000.0,1069.926235532116,1239.2912260557616,1000.0,1163.31329186327,1000.0
1985-11-09,1000.0,1071.4664104638655,1254.4660766380077,1000.0,1166.6025251726346,1000.0
1985-11-10,1000.0,1068.1473112458498,1254.0571871135428,1000.0,1165.7068990481037,1000.0
1985-11-11,1000.0,1058.9801374494152,1253.6224041295798,1000.0,1170.7638608894906,1000.0
1985-11-12,1000.0,1063.6664513467688,1282.4232335016302,1000.0,1186.4121907419694,1000.0
1985-11-13,1000.0,1073.4607552118784,1286.0787540030947,1000.0,1204.2554014712402,1000.0
1985-11-17,1000.0,1072.8175774641682,1311.9778691781564,1000.0,1212.1594852466967,1000.0
